0000037904	FUNDACJA DZIECIOM ''ZDĄŻYĆ Z POMOCĄ''	88805662.39
0000186434	FUNDACJA POMOCY OSOBOM NIEPEŁNOSPRAWNYM ''SŁONECZKO''	9876134.05
0000174486	FUNDACJA ANNY DYMNEJ MIMO WSZYSTKO	8141726.75
0000014124	FUNDACJA TVN NIE JESTEŚ SAM	7533951.06
0000207472	FUNDACJA ''ROSA''	6683946.78
0000050135	DOLNOŚLĄSKA FUNDACJA ROZWOJU OCHRONY ZDROWIA	4986033.92
0000031762	STOWARZYSZENIE RODZICÓW NA RZECZ POMOCY SZKOŁOM ''PRZYJAZNA SZKOŁA''	4723309.12
0000086210	FUNDACJA ''NA RATUNEK DZIECIOM Z CHOROBĄ NOWOTWOROWĄ''	3902460.89
0000064892	POLSKIE TOWARZYSTWO WALKI Z MUKOWISCYDOZĄ	3616585.07
0000097123	FUNDACJA WARSZAWSKIE HOSPICJUM DLA DZIECI	3563476.73
0000030897	FUNDACJA WIELKA ORKIESTRA ŚWIĄTECZNEJ POMOCY	3532907.10
0000083356	POLSKIE TOWARZYSTWO STWARDNIENIA ROZSIANEGO	3475077.62
0000150776	FUNDACJA ''DZIEŁO NOWEGO TYSIĄCLECIA''	3317763.16
0000056901	STOWARZYSZENIE ''SOS WIOSKI DZIECIĘCE W POLSCE''	3196684.64
0000004522	LUBELSKIE HOSPICJUM DLA DZIECI IM. MAŁEGO KSIĘCIA	3115047.20
0000154454	TOWARZYSTWO OPIEKI NAD ZWIERZĘTAMI W POLSCE	2923091.11
0000069730	OGÓLNOPOLSKIE TOWARZYSTWO OCHRONY ZWIERZĄT OTOZ ''ANIMALS''	2631747.99
0000097900	MATIO FUNDACJA POMOCY RODZINOM I CHORYM NA MUKOWISCYDOZĘ	2516589.74
0000285433	FUNDACJA DZIECIOM ''POMAGAJ''	2333840.79
0000306549	FUNDACJA ŚWIĘTEGO BARNABY	2279325.78
0000116212	ZWIĄZEK OCHOTNICZYCH STRAŻY POŻARNYCH RZECZYPOSPOLITEJ POLSKIEJ	2259325.67
0000147428	FUNDACJA NASZA SZKOŁA	2257773.54
0000217272	DZIEŁO POMOCY ŚW. OJCA PIO	2245972.64
0000127204	FUNDACJA RADIA ZET	2191521.08
0000270809	AVALON - BEZPOŚREDNIA POMOC NIEPEŁNOSPRAWNYM	1850747.36
0000125054	FUNDACJA EWY BŁASZCZYK AKOGO	1844646.61
0000198645	CARITAS POLSKA	1711320.32
0000165702	FUNDACJA DLA DZIECI Z CHOROBAMI NOWOTWOROWYMI ''KRWINKA''	1629044.06
0000266644	FUNDACJA SERCE DZIECKA IM. DINY RADZIWIŁŁOWEJ	1616279.69
0000201002	FUNDACJA HOSPICYJNA	1540575.18
0000048149	TOWARZYSTWO PRZYJACIÓŁ CHORYCH ''HOSPICJUM IM. ŚW. ŁAZARZA''	1520041.27
0000055578	FUNDACJA NA RZECZ CHORYCH NA SM IM. BŁ. ANIELI SALAWY	1470772.32
0000287982	FUNDACJA ''WROCŁAWSKIE HOSPICJUM DLA DZIECI''	1460199.36
0000135921	FUNDACJA POLSAT	1408636.38
0000040314	SPOŁECZNE TOWARZYSTWO ''HOSPICJUM CORDIS''	1390117.46
0000265120	FUNDACJA PODKARPACKIE HOSPICJUM DLA DZIECI	1358314.76
0000054086	TOWARZYSTWO OPIEKI NAD OCIEMNIAŁYMI	1352129.11
0000160673	WWF POLSKA - ŚWIATOWY FUNDUSZ NA RZECZ PRZYRODY	1351015.12
0000234513	FUNDACJA ZACHODNIOPOMORSKIE HOSPICJUM DLA DZIECI	1283597.22
0000324460	FUNDACJA POMOCY CHORYM I DZIECIOM ''KUBUŚ''	1257029.52
0000288520	FUNDACJA ''POMÓŻ IM'' NA RZECZ DZIECI Z CHOROBAMI NOWOTWOROWYMI I HOSPICJUM DLA DZIECI	1230660.20
0000109866	FUNDACJA GAJUSZ	1170715.94
0000249454	STOWARZYSZENIE PRZYJACIÓŁ LUDZKIEGO ŻYCIA	1159249.51
0000290273	FUNDACJA NA RZECZ DZIECI Z WADAMI SERCA ''COR INFANTIS''	1140956.08
0000180402	FUNDACJA GREENPEACE POLSKA	1136003.60
0000018926	REGIONALNA FUNDACJA POMOCY NIEWIDOMYM	1108587.27
0000136833	POLSKA AKCJA HUMANITARNA	1094639.70
0000184087	FUNDACJA EDUKACJI I ROZWOJU SPOŁECZEŃSTWA OBYWATELSKIEGO	1093619.71
0000245254	FUNDACJA DZIECIOM NIEPEŁNOSPRAWNYM ''PODARUJ UŚMIECH''	1073289.57
0000135274	MIĘDZYNARODOWY RUCH NA RZECZ ZWIERZĄT - VIVA	1025807.39
0000028246	FUNDACJA IM. BRATA ALBERTA	994971.02
0000151511	FUNDACJA DZIECIOM Z UPOŚLEDZENIEM UMYSŁOWYM - AGNIESZKA	994016.19
0000207658	CARITAS ARCHIDIECEZJI KRAKOWSKIEJ	982089.24
0000050905	STOWARZYSZENIE WIOSNA	960863.23
0000203313	KRAKOWSKIE HOSPICJUM DLA DZIECI IMIENIA KSIĘDZA JÓZEFA TISCHNERA	950376.50
0000211791	CARITAS DIECEZJI TARNOWSKIEJ	930057.61
0000142952	FUNDACJA SPLOTU RAMIENNEGO	917598.65
0000272272	FUNDACJA VOTUM	909992.05
0000210120	FUNDACJA AGORY	908199.37
0000052038	FUNDACJA NA RZECZ OFIAR WYPADKÓW KOMUNIKACYJNYCH I BEZPIECZEŃSTWA W RUCHU DROGOWYM ''ZIELONY LIŚĆ''	905079.44
